id,text,date,truthRating,ratingName,author,headline,named_entities_claim,named_entities_article,keywords,source,sourceURL,link,language
http://data.gesis.org/claimskg/claim_review/4123d429-d09d-5533-85de-069cd88916ab,"Parking lot carjackers are placing flyers or $100 bills on the windows of automobiles, then taking the cars when drivers step out of their vehicles to remove them.",Unknown,1,FALSE,Unknown,Are Carjackers Leaving Flyers and $100 Bills on Car Windows?,"Alberta,Florida Highway Patrol,Florissant Police Department,Florissant, MO,Illinois State Police,Louisiana State Police,Montgomery County,Montgomery County Sheriff’s Office,NZ Police,New Zealand Police,So, you,St. Louis County,St. Louis County, Missouri,Then you,Wal-Mart,Washington, D.C,Wetaskiwin,car jacked,carjacking,crimes of opportunity,it. “It,signature block,snopes,the Internet,the staff,to return,urban myth,view …nowhere",,"carjacking, crime warnings",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/carjackers-leaving-flyers-100-bills-car-windows/,English
http://data.gesis.org/claimskg/claim_review/0eb84580-0a46-5f17-9480-e4e82f86504a,"About 106,000 soldiers had 'a prescription of three weeks or more' for pain, depression or anxiety medication.",2010-08-08,3,TRUE,Gen. Peter Chiarelli,U.S. Army report documents problem of suicides in the military.,"Peter Chiarelli,SSRIs,Selective Serotonin Reuptake Inhibitors,Serotonin,This Week with Christiane Amanpour,anti-anxiety drugs,antidepressant,hucking,opiate,prescription drug",anxiety,"Health Care,Military,This Week - ABC News",politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2010/aug/10/gen-peter-chiarelli/us-army-report-documents-problem-suicides-military/,English
http://data.gesis.org/claimskg/claim_review/7f3f5e8e-0374-5a53-8574-40b675faaf78,Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,2013-05-22,3,TRUE,Derek Ryan,"Derek Ryan says first 8 chosen to draw Austin City Council districts are 7 Democratic primary voters, 1 GOP primary voter","2007 general election,Art Lopez,Democrat,Derek Ryan,Huffington Post,Jeff Smith,Republican,Republican?' Party,Terry Keel,Texas secretary of state,Travis County,commission members,primary election,will know",Republican,"City Government,Corrections and Updates",politifact,http://www.politifact.com,http://www.politifact.com/texas/statements/2013/jun/04/derek-ryan/derek-ryan-says-first-8-chosen-draw-austin-city-co/,English
http://data.gesis.org/claimskg/claim_review/0c39415d-c8bf-51e6-8f53-28543ac26cc0,Donald Trump Jr. tweeted that the family's greenskeeper missed his own sister's wedding in order to work for the Trumps.,Unknown,3,TRUE,Unknown,Donald Trump Jr.: Our Greenskeeper Skipped His Sister’s Wedding,"Donald Trump,Donald Trump Jr,Republican",Donald Trump Jr,"2016 presidential campaign, donald trump, donald trump jr., republicans",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/donald-trump-jr-tweet/,English
http://data.gesis.org/claimskg/claim_review/bddcc091-642a-53cd-8bad-a484a87d5618,'I'm the only candidate on this stage who has actually cut taxes.',2018-02-10,1,FALSE,Joel Giambra,Is Giambra the only GOP candidate for NY governor who's cut taxes?,"Andrew M. Cuomo,Erie County,George E. Pataki,Joel Giambra,John A. DeFrancisco,PolitiFact,Republican,estate tax,property tax,sales tax",,Taxes,politifact,http://www.politifact.com,http://www.politifact.com/new-york/statements/2018/feb/28/joel-giambra/giambra-only-gop-candidate-ny-governor-whos-cut-ta/,English
http://data.gesis.org/claimskg/claim_review/96a53d35-2983-5f4a-a2c1-5132fa48d7db,'A couple of hundred American cities are infested by members of the Mexican cartels.',2011-06-07,3,TRUE,Michael Cutler,Immigration expert says hundreds of U.S. cities have been infiltrated by Mexican cartel members,"Californians for Population Stabilization,Facebook,Felipe Calderon,Fitchburg, Mass,Greenville, N.H,Helen Glover,Immigration and Naturalization Service,Janet Napolitano,Mexico,National Drug Intelligence Center,North Kingstown,PolitiFact,Roberta Jacobson,Threat Assessment,Twitter,U.S. Justice Department,WHJJ,cocaine,gangs in the United States,racketeering",,"Crime,Drugs,Homeland Security",politifact,http://www.politifact.com,http://www.politifact.com/rhode-island/statements/2011/jun/19/michael-cutler/immigration-expert-says-hundreds-us-cities-have-be/,English
http://data.gesis.org/claimskg/claim_review/dea8056d-8ceb-570e-b69d-5af30dc760f1,"'Remember after the shooting in Las Vegas, (President Donald Trump) said, ‘Yeah, yeah, we’re going to ban the bump stocks.’ Did he ban the bump stocks? No.'",2019-06-02,1,FALSE,Kirsten Gillibrand,Kirsten Gillibrand wrong about Donald Trump and bump stocks,"AR-15,ATF,Bump stocks,Bureau of Alcohol, Tobacco, Firearms and Explosives,Chris Wallace,Donald Trump,Fox News,Kirsten Gillibrand,Las Vegas,Matthew Whitaker,National Rifle Association,Republican Party,Trump administration,University of Central Florida,Virginia Beach,bump stock,bump stocks,but not,club in,federal Bureau of Alcohol, Tobacco, Firearms,s expression,semi-automatic rifle,semiautomatic firearm","Donald Trump,Las Vegas",Guns,politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2019/jun/06/kirsten-gillibrand/kirsten-gillibrand-wrong-about-donald-trump-and-bu/,English
http://data.gesis.org/claimskg/claim_review/f0674355-71c3-5417-b141-6bbfb2187c15,"Says Florida U.S. Reps. Corrine Brown, Alcee Hastings and Frederica Wilson are Socialists.",2011-08-12,1,FALSE,Bloggers,"Bloggers say U.S. Reps. Corrine Brown, Alcee Hastings and Frederica Wilson are openly serving as Socialists","111th Congress,112th Congress,Alcee Hastings,Andre Carson,Bernie Sanders,Congressional Progressive Caucus,Corrine Brown,David Bonior,Democrat,Democratic Socialists of America,Florida Democratic Party,Frederica Wilson,Henry Lamb,John Conyers,Maxine Waters,Oregonian,PolitiFact,Red Scare,Ron Dellums,Socialist Party of America,U.S. Congress,blogosphere,but not,civil rights,democratic socialist,is alive,magic number,right answer,to show","Alcee Hastings,Corrine Brown,Florida,Frederica Wilson",Patriotism,politifact,http://www.politifact.com,http://www.politifact.com/florida/statements/2011/sep/02/blog-posting/us-reps-corrine-brown-alcee-hastings-and-frederica/,English
http://data.gesis.org/claimskg/claim_review/f89282e7-b48c-5c30-86f5-3d52ef0f142c,Photograph shows a satellite view of a blackout in eastern North America.,Unknown,1,FALSE,Unknown,North American Blackout,"Air Force Weather Agency,EDT,Eastern Daylight Time,Eastern Standard Time,Eastern Time,GeoStar,Greenwich Mean Time,Hurricane Sandy,NOAA,National Oceanic & Atmospheric Administration,great blackout of 2003,obscured by clouds,power outage,storm-swept,the power",,"2003 blackout, space",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/blackout-2/,English
http://data.gesis.org/claimskg/claim_review/eb24a2fc-712a-5fa5-b670-ab3c24bd5aff,The church Barack Obama belongs to only admits black people.,2008-01-06,1,FALSE,Chain email,Any race may join Chicago church,"Barack Obama,Dwight Hopkins,Trinity United Church of Christ,University of Chicago",Barack Obama,Religion,politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2008/jan/11/chain-email/any-race-may-join-chicago-church/,English
http://data.gesis.org/claimskg/claim_review/ac36b5fa-7c1d-5dba-a7ab-0fdb1aec4aa3,E-mail reproduces an editorial from a Canadian newspaper about U.S. presidential candidates.,Unknown,3,TRUE,Unknown,A Canadian’s View of U.S. Elections,"National Post,Theo Caldwell",,ASP Article,snopes,http://www.snopes.com,https://www.snopes.com/fact-check/a-canadians-view-of-us-elections/,English
http://data.gesis.org/claimskg/claim_review/c1adde71-09bd-5d83-98f8-5eeec69f4c3e,Providence's port is '200 miles closer to Europe than any other Eastern port.',2011-08-15,1,FALSE,James Bennett,Incoming economic development director says Providence's port is the closest to Europe,"Angel Taveras,Bureau of Transportation Statistics,Cabo da Roca,David Ortiz,Dublin,Facebook,Lisbon,New Hampshire,PolitiFact,Portland, Maine,Portsmouth,Portugal,Twitter,the distance",,"Economy,Infrastructure,Trade,Transportation",politifact,http://www.politifact.com,http://www.politifact.com/rhode-island/statements/2011/aug/21/james-bennett/incoming-economic-development-director-says-provid/,English
http://data.gesis.org/claimskg/claim_review/d4befce5-d48a-5410-a2fd-9d72acd82731,U.S. Rep. Jim Jordan defended President Trump by proclaiming that Barack Obama and Joe Biden were 'cowering on Air Force One' on 9/11.,Unknown,1,FALSE,Unknown,Did Rep. Jim Jordan Say ‘Obama and Biden Were Cowering on Air Force 1’ on 9/11?,"9/11 attacks,9/11 terrorist attacks,Air Force One,Barack Obama,Bonespurs,Dan Lyons,David Leavitt,Donald Trump,George W. Bush,HBO,Jim Jordan,Joe Biden,Lower Manhattan,Newsweek,Silicon Valley,a word,https,t.co,twitter","Air Force One,Barack Obama,Jim Jordan,Joe Biden,President Trump",,snopes,http://www.snopes.com,https://www.snopes.com/fact-check/jim-jordan-911-tweet/,English
http://data.gesis.org/claimskg/claim_review/99e8c01f-4764-52a7-978d-e90660eee735,"'Approximately 43 percent of all college grades today are A's, an increase of 28 percentage points since 1960.'",2013-01-12,3,TRUE,Thomas Lindsay,"Thomas Lindsay says 43 percent of college grades are A's, up 28 percentage points from 1960","Austin American-Statesman,Columbia University,Duke University,Florida State University,Furman University,GPA,New York Times,Penn State University,Pomona College,Rice University,Stuart Rojstaczer,Texas A&M University,Texas Public Policy Foundation,Texas State University,University of California, Berkeley,University of Minnesota,University of North Carolina, Chapel Hill,Vietnam,Woodrow Wilson National Fellowship Foundation,apples to apples,but not,grade inflation,to show",,Education,politifact,http://www.politifact.com,http://www.politifact.com/texas/statements/2013/jan/31/thomas-lindsay/thomas-lindsay-says-43-percent-college-grades-are-/,English
http://data.gesis.org/claimskg/claim_review/9090e5e3-8271-5a6e-bd21-4a6e95684f9b,Says '94 percent of (Marco Rubio's) constituents support a universal background check.',2013-03-31,3,TRUE,Mark Kelly,Mark Kelly says 94 percent of Floridians support universal background checks,"Americans for Responsible Solutions,Chris Wallace,Doug Schoen,Fox News Sunday,Gabby Giffords,Marco Rubio,Marion Hammer,Mark Kelly,Michael Bloomberg,Pew Research Center,Quinnipiac University,Republican,Second Amendment,Stand Your Ground law,filibuster,gun control,gun show loophole,universal background check","Marco Rubio,universal background check",Guns,politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2013/apr/02/mark-kelly/mark-kelly-says-94-percent-floridians-support-univ/,English
http://data.gesis.org/claimskg/claim_review/dd453518-a3b5-5f6d-94d0-0b93567023c9,'Hillary Clinton and her campaign of 2008 started the birther controversy.',2016-09-16,1,FALSE,Donald Trump,Fact-checking Donald Trump's claim Hillary Clinton started Obama birther movement,"Barack Obama,CNN,CPAC,Daily Beast,Don Lemon,Donald Trump,FactCheck.org,Hawaii,Hillary Clinton,John Avlon,John McCain,Kenya,Mark Penn,PolitiFact,Politico,Politifact,Washington Post,birther,birtherism,last September,staff.A","Hillary Clinton,birther",Obama Birth Certificate,politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2016/sep/16/donald-trump/fact-checking-donald-trumps-claim-hillary-clinton-/,English
http://data.gesis.org/claimskg/claim_review/e62c6466-f57d-57b7-9421-ae6c5d344e32,A video shows how the Muslim world reacted to President Obama's speech about the dangers of climate change.,Unknown,1,FALSE,Unknown,Is This Really How the Muslim World Reacted to Obama's Speech?,"Poe’s Law,U.S. Coast Guard Academy,YouTube,climate change,iPhone",climate change,"ASP Article, barack obama",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/a-closed-captioned-reaction-2/,English
http://data.gesis.org/claimskg/claim_review/b0c8781b-9255-5e79-8b39-8763d6078480,Musician Taylor Swift humiliated a fan for wearing a Trump shirt to one of her shows.,Unknown,1,FALSE,Unknown,Did Taylor Swift Humiliate a Fan for Wearing a Trump Shirt to Her Show?,"Harley and the Davidsons,JSON,Lamb Lies Down on Broadway,Shake it Off,Stupid Girl,Taylor Swift,Them or us,autoplay,https,junk news,millenial generation,rumble.com,the Fox,url",Taylor Swift,last line of defense,snopes,http://www.snopes.com,https://www.snopes.com/fact-check/taylor-swift-fan-trump-shirt/,English
http://data.gesis.org/claimskg/claim_review/672db6d7-d8f3-5833-8e6a-11fecb459aff,Fox News has hired Whoopi Goldberg.,Unknown,1,FALSE,Unknown,"Did Fox News Just Hire ‘Filthy, Lying Liberal’ Whoopi Goldberg?","Alan Colmes,Beyonce Knowles,Elizabeth Hasselbeck,Fox News,Megyn Kelly,NBC,New Yorker,Rupert Murdoch,Sean Hannity,Star Jones,Whoopi Goldberg,moonbat,the Fox,world of","Fox News,Whoopi Goldberg","fox news, last line of defense, sean hannity, whoopi goldberg",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/fox-news-whoopi-goldberg/,English
http://data.gesis.org/claimskg/claim_review/aaa15920-077d-5353-b842-2a7fd32b59cb,Photographs show a black bear with a white cub.,Unknown,3,TRUE,Unknown,White Cub,"Assiniboine Park Zoo,Chemawawin Cree Nation,Cree,First Nations,Lake Winnipegosis,Manitoba,Winnipeg,Winnipeg Sun,black bear,cree,mb.ca,the Internet",black bear,"animals, ASP Article",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/white-cub/,English
http://data.gesis.org/claimskg/claim_review/7d5bba64-a149-5c76-84e3-eb61cb881bcc,"Mail Online’s claim of 400,000+ poor whites in South Africa incorrect",Unknown,1,FALSE,Unknown,"Mail Online’s claim of 400,000+ poor whites in South Africa incorrect","Africa Check,Akismet,Asian,Asian people,Calitz,Gauteng,Gauteng province,Jacob Zuma,Mail Online,Munsieville,Pretoria,South Africa,Statistics South Africa,Stellenbosch University,UK Mail,apartheid,bbc.com/news,https,junk mail,malaria,more than a lot,poverty line,squatter,the price,twitter,www.bbc.com",South Africa,"development, poverty, statistics",africacheck,https://africacheck.org,https://africacheck.org/reports/mail-onlines-claim-of-400000-poor-whites-in-south-africa-incorrect/,English
http://data.gesis.org/claimskg/claim_review/c557c2bb-aed8-544f-9625-8ade3f8f23b0,Says Ron Johnson 'likes to say there are too many lawyers in the Senate – 57. He’d be the 70th millionaire.',2010-10-18,3,TRUE,Russ Feingold,Russ Feingold says Ron Johnson would become the 70th millionaire in the Senate if elected,"Carte Goodwin,Center for Responsive Politics,Democrat,George LeMieux,Herb Kohl,PolitiFact,Republican,Ron Johnson,Russ Feingold,Scott Brown,U.S. Senate,University of  Wisconsin-Oshkosh,West Virginia",Ron Johnson,Candidate Biography,politifact,http://www.politifact.com,http://www.politifact.com/wisconsin/statements/2010/oct/22/russ-feingold/russ-feingold-says-ron-johnson-would-become-70th-m/,English
http://data.gesis.org/claimskg/claim_review/ce1bd164-0616-57d8-aa88-0296d3ed31ee,A giant asteroid is expected to hit the earth in July 2016.,Unknown,1,FALSE,Unknown,"Scientists Say Giant Asteroid Could Hit Earth Next Week, Causing Mass Devastation","Asteroid,Columbia University,Facebook,asteroid,clickbait,doomsday event,or … nah,to show",asteroid,"asteroid, clickbait",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/asteroid-earth-clickbait-study/,English
http://data.gesis.org/claimskg/claim_review/b688ca73-25b5-5a67-a774-a1c163c27bd9,Ninety-seven percent of Americans do not receive subsidies for health care under the Affordable Care Act.,2015-06-05,3,TRUE,Austin Scott,Scott correct: majority don't receive premium subsidies,"Affordable Care Act,Atlanta Journal-Constitution,Austin Scott,Barack Obama,Chris Lee,Georgia, 412,Kaiser Family Foundation,King v. Burwell,Medicaid,Medicare,ObamaCare,Obama’s healthcare law,PolitiFact,U.S. Supreme Court,argues",Affordable Care Act,"Congress,Government regulation,Guns,Public Health,States",politifact,http://www.politifact.com,http://www.politifact.com/georgia/statements/2015/jun/15/austin-scott/scott-correct-majority-dont-receive-premium-subsid/,English
http://data.gesis.org/claimskg/claim_review/48c970fa-1bc0-5407-80d1-d37c45e8743d,"“You might also recall the expansion of Last-Mile Connectivity, which has brought electricity to 71% of households, up from 27% in 2013.”",Unknown,3,TRUE,Unknown,Uhuru Kenyatta's 2018 State of The Nation Address fact-checked | Africa Check,"2013 Kenya,2014 Kenya,2017, Kenya,2017.Kenya,2018, Kenya,Africa Check,GDP,Gross Domestic Product,Institute of Economic Affairs,Kenya,Kenya National Bureau of Statistics,Kenya’s GDP,Kenya’s gross domestic product,Maternal mortality,Mwiti,Uhuru Kenyatta,United Nations,Vincent Ng,bitumen,but not,last mile,maternal death,maternal mortality,real Gross Domestic Product,self-harm","GDP,Gross Domestic Product,Maternal mortality,real Gross Domestic Product",State of the Nation,africacheck,https://africacheck.org,https://africacheck.org/reports/uhuru-kenyattas-2018-state-of-the-nation-address-fact-checked/,English
http://data.gesis.org/claimskg/claim_review/121594f8-478c-50ef-98bf-6b7d0c490c10,Ulta Beauty will close its doors following a buyout by competitor Sephora.,Unknown,1,FALSE,Unknown,Is Ulta Closing After a Sephora Buyout?,"Sephora,Ulta Beauty","Sephora,Ulta Beauty","fake news ads, sephora, ulta",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/ulta-closing-sephora-buyout/,English
http://data.gesis.org/claimskg/claim_review/c50c4c70-ef62-5a45-ad25-9d01e4493af7,Says 'new estimates from the Congressional Budget Office conclude the final price-tag' for the health care law 'will exceed $2 trillion — more than double what was initially reported.',2012-03-19,1,FALSE,Frank LoBiondo,Frank LoBiondo says health care reform law will cost more than twice the original estimate,"Congressional Budget Office,Frank LoBiondo,Galanes,NJ.com,New Jersey,News of Cumberland County,PolitiFact,Republican,U.S. Supreme Court",Congressional Budget Office,Health Care,politifact,http://www.politifact.com,http://www.politifact.com/new-jersey/statements/2012/apr/01/frank-lobiondo/frank-lobiondo-says-health-care-reform-law-will-co/,English
http://data.gesis.org/claimskg/claim_review/dec75b74-64c5-5967-89fd-d05ea42ddd1a,"Based on information he learned from library books, school drop-out William Kamkwamba built a windmill out of scrap parts and brought electricity to his village in Malawia.",Unknown,3,TRUE,Unknown,The Boy Who Harnessed the Wind,"African Leadership Academy,Daily Show,Daily Show with Jon Stewart,Dartmouth College,Dowa, Malawi,Internet meme,Johannesburg,Malawi,South Africa,TED conference,Tanzania,Wall Street Journal,William Kamkwamba,bicycle dynamo,bicycle frame,bicycle wheel,circuit breaker",William Kamkwamba,william kamkwamba,snopes,http://www.snopes.com,https://www.snopes.com/fact-check/william-kamkwamba/,English
http://data.gesis.org/claimskg/claim_review/0707cbb8-a8d3-5f79-aa4c-e560c7cb2489,Legislation currently under proposal would result in substantial cuts to federal funding of the NEA and other public arts programs.,Unknown,1,FALSE,Unknown,Petition to Save the NEA,"104th Congress,ABC,Bert and Ernie,Corporation for Public Broadcasting,Morning Edition,NPR,NetGuide,PBS,Sesame Street,South China Morning Post,St. Louis Post-Dispatch,USA Today,United Press International,Washington Post,anew,e-mail petition,full House,the Internet",,"ASP Article, stephanie cegielski",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/save-the-nea/,English
http://data.gesis.org/claimskg/claim_review/2abe0f0a-c00b-5daa-9911-c28f3c1d0bb6,Mark Warner voted for 'nearly $1 trillion in new taxes and $7 trillion in new debt.',2014-01-16,3,TRUE,Ed Gillespie,Gillespie says Warner voted for new taxes and more debt,"Congressional Budget Office,Ed Gillespie,Federal Reserve,Mark Warner,Medicare,Patty Murray,Paul Logan,Republican,Senate Budget Committee,Treasury securities,U.S. Senate,national debt,public debt",Mark Warner,"Debt,Federal Budget,Taxes,Voting Record",politifact,http://www.politifact.com,http://www.politifact.com/virginia/statements/2014/feb/10/ed-gillespie/gillespie-says-warner-voted-new-taxes-and-more-deb/,English
http://data.gesis.org/claimskg/claim_review/265c5343-b613-5ffa-8e61-72b880c4de69,Dropped food remains germ-free if picked up within five seconds.,Unknown,1,FALSE,Unknown,Dropped Food Rule,"5-Second Rule,Chicago High School for Agricultural Sciences,Dayton Daily News,E. coli,Houston Chronicle,Osmosis Jones,Pocket Books,Rocky Mountain News,Volkswagen Passat,bacteria,chimpanzee,eye. It,five second rule,five-second rule,one moment,ten second rule",,"ASP Article, weather modification",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/five-second-helpings/,English
http://data.gesis.org/claimskg/claim_review/e85f2f96-2af3-5ce0-94b6-1431da4abcf4,Jason Kenney: 'This [Mediterranean] migration is not related to political problems in Libya.” - FactsCanada,2015-04-29,1,FALSE,Jason Kenney,"Jason Kenney: """"This [Mediterranean] migration is not related to political problems in Libya.” - FactsCanada","Central Mediterranean route,European Union,Evan Solomon,FactsCan,Frontex,Human Rights Watch,Jason Kenney,Libya,Moammar Gadhafi,North Africa,Syria,The New York Times,United Nations,human trafficking","Jason Kenney,Libya","CPC, Defence, Immigration, Jason Kenney",factscan,http://factscan.ca,http://factscan.ca/jason-kenney-mediterranean-migration/,English
http://data.gesis.org/claimskg/claim_review/e61d90ee-c8d5-5253-87bc-d6bf91ff3244,The striped mittenfish can change its sex by turning its entire body inside out.,Unknown,1,FALSE,Unknown,Striped Mittenfish,"I Have a Dream,Martin Luther King Jr,Wilbur Wright,the Internet",,"ASP Article, Wild Inaccuracies",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/striped-mittenfish/,English
http://data.gesis.org/claimskg/claim_review/9ff0a3e7-7ff9-5658-b53f-75e37a6d0746,"Says 'thousands' at a Manhattan rally for Donald Trump were chanting 'We hate Muslims, we hate blacks, we want our great country back.'",2016-11-08,1,FALSE,Social Media,No evidence to support rumors of 'We hate Muslims' chant at Trump victory rally,"Buzzfeed,CBS,CNN,Donald Trump,Hampden Park,Katy Tur,Manhattan,Midtown Manhattan,NBC,New York Hilton,Old Trafford,Paul Pogba,Poe’s law,Rowntree’s,Sopan Deb,Twitter,golliwog",Donald Trump,"Diversity,Islam",politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2016/nov/09/social-media/no-evidence-support-rumors-we-hate-muslims-chant-t/,English
http://data.gesis.org/claimskg/claim_review/67289649-0219-59fc-9ef8-4ab1e88fd982,The U.S. government prohibits high mileage Volkswagen Passat automobiles from being purchased by U.S. customers.,Unknown,1,FALSE,Unknown,Volkswagen Passat,"Bluemotion,Passat,U.S. Environmental Protection Agency,Volkswagen Passat,Volkswagen of America Inc,but not,manual transmission",Volkswagen Passat,ASP Article,snopes,http://www.snopes.com,https://www.snopes.com/fact-check/volkswagen-passat/,English
http://data.gesis.org/claimskg/claim_review/608b4ffa-05f4-5906-9019-bdc54417c59a,'We ... sold the state airplanes as I had promised.',2011-03-08,3,TRUE,Rick Scott,Gov. Rick Scott says he sold the state planes,"Cessna Citation Bravo,J.D. Alexander,Rick Scott,St. Petersburg Times,Washington, D.C",,State Budget,politifact,http://www.politifact.com,http://www.politifact.com/florida/statements/2011/mar/08/rick-scott/gov-rick-scott-says-he-sold-state-planes/,English
http://data.gesis.org/claimskg/claim_review/23dff6a1-84bb-5fbd-88d2-274d4e2ec4c2,The two men dressed in blue uniforms stationed inside the doors of the national assembly “must leave the house. They don’t belong here.”,Unknown,1,FALSE,Unknown,Ceremonial guards & criminal records: Checking EFF claims about SA parly | Africa Check,"2015 State of the Nation address,2016 State of the Nation address,Africa Check,Economic Freedom Fighters,Electoral Commission of South Africa,Jacob Zuma,Mbuyiseni Ndlozi,Ndlozi,Nigeria,Senegal,South Africa,South African air force,South African army,State of the Nation addresses,aides-de-camp,aiguillette,alternative facts,head of state",,"government, Jacob Zuma, SONA",africacheck,https://africacheck.org,https://africacheck.org/reports/eff-correct-military-officers-sa-parliaments-door-dont-belong/,English
http://data.gesis.org/claimskg/claim_review/bf6da642-f626-5f87-9264-f2a61b9b08bf,An 81-year-old man named Arthur Hickenlooper competed on the show 'American Ninja Warrior.',Unknown,1,FALSE,Unknown,Did 81-Year-Old Arthur Hickenlooper Compete on ‘American Ninja Warrior?’,"American Ninja Warrior,Facebook,John Hickenlooper,Leverich,Matt Iseman,Steffensen,Thrillist,cat is out of the bag,viral video,weightlifter",American Ninja Warrior,american ninja warrior,snopes,http://www.snopes.com,https://www.snopes.com/fact-check/arthur-hickenlooper-81-american-ninjaj-warrior/,English
http://data.gesis.org/claimskg/claim_review/febda5a0-387c-5ba5-a19a-b593fd8f46a7,Obama Thanks Muslims for Their Contribution to U.S.A.,Unknown,3,TRUE,Unknown,Obama Thanks Muslims for Their Contribution to U.S.A.-Truth!,"Muslim,Ramadan,Rich Buhler,White House,here at home,jQuery",,,truthorfiction,https://www.truthorfiction.com,https://www.truthorfiction.com/obama-thanks-muslims/,English
http://data.gesis.org/claimskg/claim_review/8766142a-ef47-5616-a636-1dd4f1205443,"The national debt 'has gone up by $1,729,000,000 during the Isner v. Mahut match.'",2010-06-24,3,TRUE,Vern Buchanan,Vern Buchanan estimates debt growth during marathon Wimbledon match,"Congressional Budget Office,Isner v. Mahut,John Isner,Nicolas Mahut,Office of Management and Budget,Vern Buchanan,Wimbledon,grant Buchanan,s more,tennis",Isner v. Mahut,Federal Budget,politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2010/jun/24/vern-buchanan/vern-buchanan-estimates-debt-growth-during-maratho/,English
http://data.gesis.org/claimskg/claim_review/d2bcd087-b53e-5e35-86d1-5852ccc3eef0,The proposed raises for the Norcross City Council would put it in line with other liked-sized communities.,2013-05-09,3,TRUE,Norcross City Council,Do raises line up with other cities?,"2010 U.S. census,Doraville,Gwinnett County,Kasim Reed,Loganville,PolitiFact,WXIA-TV,metro Atlanta",,"City Budget,City Government",politifact,http://www.politifact.com,http://www.politifact.com/georgia/statements/2013/may/28/norcross-city-council/do-raises-line-other-cities/,English
http://data.gesis.org/claimskg/claim_review/9dc6a7bb-28bc-521f-84de-fa03b0ab1baf,"Seven days before John F. Kennedy was assassinated he said, 'There’s a plot in this country to enslave every man, woman and child. Before I leave this high and noble office, I intend to expose this plot.'",2019-03-30,1,FALSE,Viral image,"No, JFK didn’t say he would expose a slavery plot","AFL-CIO,Catholic Youth Organization,Columbia University,Facebook,John F. Kennedy,John F. Kennedy Presidential Library and Museum,New York City,PolitiFact,University of California, Santa Barbara,University of Virginia,my fellow Americans,phone pole,the internet",John F. Kennedy,Public Safety,politifact,http://www.politifact.com,http://www.politifact.com/facebook-fact-checks/statements/2019/apr/03/viral-image/no-jfk-didnt-say-he-would-expose-slavery-plot/,English
http://data.gesis.org/claimskg/claim_review/db482022-a2b1-595a-b207-bc4fee8e2a77,BBC's Carol Kirkwood used a curse word to describe the weather.,Unknown,1,FALSE,Unknown,No Sanction for BBC’s Carol Kirkwood Over ‘Cold as F*ck’ Weather Forecast,"BBC,Carol Kirkwood,North York Moors,brass monkeys,witch’s tit","BBC,Carol Kirkwood","carol kirkwood, news thump",snopes,http://www.snopes.com,https://www.snopes.com/fact-check/bbc-weather-reporter-cursed/,English
http://data.gesis.org/claimskg/claim_review/515b83b8-d6f8-533a-93ce-84cd5fafedd3,The claim that 97 percent of scientists believe humans are causing climate change has been debunked by the 'head' of the United Nations Intergovernmental Panel on Climate Change. 'That number was pulled out of thin air.',2015-08-28,1,FALSE,Rick Santorum,Santorum: UN climate head debunked widely cited 97% climate change consensus figure,"Global Warming Policy Foundation,HBO,IPCC,Intergovernmental Panel on Climate Change,Ismail El Gizouli,John Cook,Louisiana State University,Peter Doran,PolitiFact,Rajendra Pachauri,Real Time with Bill Maher,Richard Tol,Rick Santorum,Stephan Lewandowsky,U.S. House Committee on Science, Space, and Technology,UN’s climate panel,United Nations,United Nations Intergovernmental Panel on Climate Change,University of Bristol,University of Queensland,University of Sussex,air' quote,climate change,climate change denial,of Cook,scientific consensus,scientific consensus on climate change,the chairman","Intergovernmental Panel on Climate Change,United Nations","Climate Change,Corrections and Updates,Polls and Public Opinion,Science",politifact,http://www.politifact.com,http://www.politifact.com/truth-o-meter/statements/2015/sep/02/rick-santorum/santorum-un-climate-head-debunked-widely-cited-97-/,English
